index,MORGAN_BTSR
15152,11000010101010100000010010010000111100111000000011000000101101110000100010010010110000100000000000111001000100010000100000100100
15153,10010100011000101000000000011110010001010000011110000001000010011001000101000100110001101000000010101010001100000000100100110100
15154,10001100001010001000001011001001111010010100000100010101001010010110100000010010110000100000000000001000110100001000000000100100
15155,10000100101000100000000010010011010100010110000110100000101100011001100000010100110001100010000000101100001100110000101000100101
15156,11000000101100010000010100011010110010011100000010000001100100000000010010100000110000100000001001001001010100100000000001010101
15157,11000100011100100001000000000010010000010000000101000000001100011110010000010011110000100000001000001011010101100100000000000100
15158,10000100101001000001000000000010100000010010010111010001001100001000100011000010110100100010001010001000010000110000000000110100
15159,11000100111001000001000000011000010000010110000100000001000000001000110000000000110000101011000100001010010100000100000000100100
15160,10000110101100001000100010010010000001010100100000000011110100011000110000010100110010100000001100101000000100010100000001000101
15161,10100111101001000000100010010000010001010100100000000001000100011010010001000100110010000000001100001000000100000000000001000101
15162,10000000001000000000100010000000010011010010100110001000101000011000000011000100010000110000100000001011101100100000010011100100
15163,10000001001111100000000010001101111101010001000100101111010010011111000111000110010000100000001000001000000110100000000101100101
15164,11000010001010000100011010010100111100010001100010000010000001000000101010010000110001100100000001011001000001000100100000100100
15165,10000100101000001011000010000010010000010111000100000100000000011000000000110000110001100010000010101101000000100001110001100100
15166,00111000001000010000001000010010111000010000000001000000000000010100100111110010010010100000001010001011110100101010010001010100
15167,01100000001100101001000100101001011100110010000001000010001001001000100000010001110010100011000000001000100000111100001101010101
15168,10000110001000001001000100100010000001010010110101100100000000001001110000110100110001100110001001001010110000001010100100100111
15169,10110100011000000100000000000000010001010010010100001001001000001000010001110000110000100010000000101010000010000000000000001111
15170,00000010001000000000000100001010110000010000000100001100001000010000101010001001110000100111000000001000011000000110000011100110
15171,11000100001101000100000010100100010011110000000110000101001000010110100001010010110010100000001000001010100100000100000001000100
15172,11000100001100010110000010100100010011110000000110000000101000011100100000000000110010100000001010001010100100000100010001000100
15173,10010000001000001000000000000010000000010000001101010100001111011000100110100110110010110100000010001101101101000000000010110101
15174,10001100101010001001000110010000110000010100000110000100001000011001100000010000110000100000010010001010011000000000000000100100
15175,11000010101100010001000010001010000011110111000111000000000100001001010010000011110000101110100000011010010100100000000000110100
15176,11101000001000010001000010001000011110010000100000100001001011011010000001100100010100100000000000011011000000001001011011100100
15177,11001000001000010001000011001010001101011010100001000010000001010000100000100000110000111000000000001010000100001000000000110100
15178,11000000001100110001000010000000010011110001000111110001000000000001000111000011010000101100010000111010010100100000000001110100
15179,11100100001100000000000010011100110000010101100100000101000000011010000000010011110010100000000100001011010101001000000001100101
15180,11000100001101000100000010100100011011110000000110111001010000010110100011000010110010100000001000001010100100100100000001000100
15181,11000100001100000100000010100100010011110000000110010101001000010100100001010000110010100000001000001010110100000100000001000100
15182,11000000001100001110000010000110110010010000000100010010001000011100100111000001110010100000001000001010110100110000010001000100
15183,11100010101100001000000010000110110010010000000000000110001100010100100111010000110010100010001000001010110100100000010001000100
15184,11000000001100001000000010000111110010010000000000000110001000010100100111010000110010100000001000001010110100100000010001000100
15185,11000000101100001000000010000110110010010000000110010010000100011100100111000000110010100000001000001010110100100000010001000100
15186,10000010101100111001010010000111100100010000100100000010010110011101010110100010010010101010000001001000000100000000000100101101
15187,00001010101100101000010100000011000010010000100100000110010100001101010110101010010010001100010001001000100100000000000010100101
15188,10010000001010100001000010100000010000010000100001111001010000010000100011010000010010100000011000001010010100100000000001001100
